"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045321","GO:0045321","leukocyte activation","241/1842","463/4998",1.88414570189607e-12,6.49858981181244e-10,4.98532331650013e-10,"FGF10/CR1/SLAMF6/ZBTB16/IDO1/SLAMF1/NFASC/CD28/TLR8/FCGR2B/TNFSF13B/MAPT/WNT3A/IL18/CTLA4/CD84/HLA-DMB/TNFRSF14/PTPRB/AOC1/CCL2/CD22/TLR2/LILRB4/C5AR1/LAIR1/TNFSF9/FCGR2A/FCER1G/DHRS2/VNN1/TLR7/LILRB1/PIK3R6/CD300LF/RAB37/PIK3CG/C3AR1/LILRB2/DTX1/TNFSF8/HBB/CXCL1/TLR1/IL12RB1/IL1RL1/CFD/EDN1/IGF1/FPR1/ICAM1/TLR6/IL33/CTSG/GPR84/IL10/CTSS/MICB/SYK/ADA2/SIGLEC9/MMP9/PECAM1/TLR4/MILR1/ALDH3B1/CD53/CLEC4A/NFAM1/TNFSF18/CCR9/MFNG/LRRK2/ATP8A1/DOCK10/ITGB2/CSF1/CD36/CD86/NCR1/TNFAIP8L2/ITGAM/CD44/TTR/LCP2/CD14/NOD2/CD4/CAMP/TYROBP/NCKAP1L/PTPRC/DOCK2/HLA-DPA1/PLA2G5/CYBB/RIPK3/BCL3/LYZ/HLA-DOA/GAS6/CD33/KCNAB2/CD93/CD180/AIF1/SPI1/CD74/LGALS9/DCSTAMP/WAS/MAFB/PTPRN2/GPER1/CCL3/TRPM2/PTGER4/PRG2/PRKCB/HLA-DPB1/LILRB3/CHI3L1/HAVCR2/SLA2/HK3/LST1/MEF2C/LEF1/HSPA6/PRF1/FPR2/NLRP3/ARHGAP9/CHIT1/SAMSN1/NFATC2/NRARP/EFNB2/SASH3/ZAP70/TNFSF14/GPR183/IGFBP2/GMFG/ITGAX/LRMP/SERPINA1/CD226/RASGRP1/PIK3CD/PDE5A/SATB1/TMEM173/SELPLG/CD300A/MNDA/ENPP4/ITGAL/BATF2/MYB/BATF/DOK3/GAPT/CLEC7A/IL6ST/CD40/PTAFR/CD209/JAK3/RAC2/PPBP/IL15/TOX/RASAL3/IKZF1/ITPKB/IL18R1/PKP1/LAG3/HLX/FOXF1/CD7/ATP8B4/HHEX/ARG1/FGR/FTL/BST2/DLL4/RUNX2/VAV1/NOTCH2/IQGAP2/LAT2/GPNMB/CD200/S100P/PGM1/ERP44/ADORA2A/DNAJC3/PRKCZ/FOXJ1/GLA/TICAM2/BCL6/RIPK2/SLC7A2/LRG1/HSH2D/TSPAN32/TGFB1/SERPINB12/CX3CL1/CD63/DNAJB9/LCN2/MGST1/GRAP2/CLC/CCL5/EBI3/RIPOR2/LEP/SLCO4C1/SELL/RAB44/LY6D/IL27/INHBA/TREML2/LTF/SPTA1/CCR7/MT1G/CD320/INHA/FCGR3B/C17orf99/LBP/RORC",241
"GO:0055065","GO:0055065","metal ion homeostasis","144/1842","249/4998",4.3700371949401e-12,1.38166009313356e-09,1.059925688071e-09,"SPX/MCOLN2/HCRTR2/CCL13/RAMP3/TRPA1/GPR12/SLC24A4/CCL8/KCNMA1/SLC30A8/C5AR2/P2RX5/PTGFR/HAMP/C5AR1/SYPL2/CMKLR1/MCOLN3/PVALB/C7/FPR3/PIK3CG/SLC30A4/C3AR1/HTR2B/ATP12A/GRIK2/SCN7A/ANK2/KL/EDN1/FPR1/FAM20A/KCNJ2/RGN/TNNI3/RYR2/TRPC6/GRIN2C/CCR9/GPR65/GNA15/CD36/F2RL3/CD4/PTPRC/LPAR1/SLC25A27/KCNH2/APOE/MYO5A/P2RY8/PTGER2/GPER1/CCL3/TRPM2/PTGER4/PRKCB/CD52/BMP6/PTGIR/GPR4/CYSLTR1/FPR2/LPAR6/KNG1/CLIC2/ERFE/TBXA2R/KCNK3/JPH4/LRP6/P2RY1/EPHX2/CCR10/CACNA1C/CEMIP/CYBRD1/TMC8/CD40/SLC8A1/APLNR/SLC12A2/AGTR1/ADRA1B/HTR1B/CNGB1/EDNRA/STC1/PDE6B/KCNJ10/FTL/RASA3/CCR5/TMEM178A/ATP1B2/EPB42/PRND/ADORA2A/HSP90B1/CCL28/CALM1/SAA1/LPAR3/ABCG2/ERO1A/CALR/HERPUD1/BDKRB2/CXCL12/SCNN1G/KISS1/TGFB1/JPH3/TGM2/NPPB/SCNN1B/CX3CL1/LCN2/SNX10/ADCY5/STEAP4/SLC39A8/MT1F/MT1H/MTNR1B/CCL5/ATP13A4/TF/TFR2/SLC30A2/GPR32/TRPC5/LTF/ATP2C2/DRD2/CCR7/HEPH/CCRL2/MT1G/RHAG/F2RL2/P2RX2",144
"GO:0050801","GO:0050801","ion homeostasis","162/1842","291/4998",1.38077790997995e-11,4.0297472234338e-09,3.09137726404419e-09,"SPX/MCOLN2/HCRTR2/CCL13/RAMP3/TRPA1/GPR12/SLC24A4/CCL8/KCNMA1/SLC30A8/SCN1B/C5AR2/P2RX5/PTGFR/HAMP/C5AR1/SYPL2/CMKLR1/ATP6V0D2/MCOLN3/PVALB/C7/FPR3/PIK3CG/SLC30A4/C3AR1/HTR2B/ATP12A/GRIK2/SCN7A/ANK2/KL/EDN1/FPR1/SLC9A9/FAM20A/KCNJ2/RGN/TNNI3/RYR2/TRPC6/GRIN2C/CCR9/LRRK2/GPR65/GNA15/CD36/F2RL3/CD4/PTPRC/LPAR1/SLC25A27/KCNH2/APOE/MYO5A/P2RY8/MYOC/PTGER2/GPER1/FHL1/CCL3/TRPM2/PTGER4/PRKCB/CD52/BMP6/PTGIR/GPR4/CYSLTR1/FPR2/LPAR6/KNG1/CLIC2/ERFE/KLHL3/TBXA2R/KCNK3/JPH4/PRKAA2/LRP6/P2RY1/EPHX2/CCR10/CACNA1C/CEMIP/PDK4/CYBRD1/ENPP1/TMC8/CD40/SLC8A1/APLNR/SLC12A2/AGTR1/ADRA1B/HTR1B/CNGB1/EDNRA/DCN/STC1/PDE6B/KCNJ10/FTL/RASA3/CCR5/TMEM178A/ATP1B2/EPB42/PRND/ADORA2A/HSP90B1/CCL28/CALM1/SAA1/LPAR3/ABCG2/ERO1A/CALR/HERPUD1/BDKRB2/HSH2D/CXCL12/SCNN1G/KISS1/TGFB1/JPH3/TGM2/NPPB/SLC4A4/SCNN1B/CX3CL1/LCN2/SNX10/ADCY5/STEAP4/SLC9A2/SLC39A8/MT1F/MT1H/MTNR1B/CCL5/ATP13A4/TF/TFR2/MLXIPL/SLC4A1/SLC30A2/GPR32/WNK4/TRPC5/LTF/ATP2C2/DRD2/CCR7/HEPH/CCRL2/MT1G/CA12/RHAG/F2RL2/P2RX2",162
"GO:0006959","GO:0006959","humoral immune response","61/1842","84/4998",1.99906608795052e-11,5.4174690983459e-09,4.15595318284450e-09,"CR1/CCL13/C4BPB/CD28/FCGR2B/C5AR2/C5/CFI/CCL2/C1QA/C5AR1/C1QB/C2/C7/CRP/C3AR1/C1R/CXCL1/RGCC/CFD/PF4V1/A2M/CTSG/LY86/RARRES2/C1QC/VSIG4/RNASE6/REG3G/CFHR1/CAMP/PTPRC/BCL3/LYZ/PLA2G2A/CPN2/MEF2C/GPR183/PROS1/TREM2/MMP7/C1RL/FCN3/SUSD4/VTN/FCER2/PPBP/C1S/BST2/HIST1H2BK/FOXJ1/COL20A1/HIST1H2BG/LCN2/DMBT1/EBI3/C8G/LTF/HIST1H2BF/CCR7/TREM1",61
"GO:0072507","GO:0072507","divalent inorganic cation homeostasis","115/1842","192/4998",3.33912369745151e-11,8.44575687208735e-09,6.47907159540591e-09,"MCOLN2/HCRTR2/CCL13/RAMP3/TRPA1/GPR12/SLC24A4/CCL8/SLC30A8/C5AR2/P2RX5/PTGFR/C5AR1/SYPL2/CMKLR1/MCOLN3/PVALB/FPR3/PIK3CG/SLC30A4/C3AR1/HTR2B/GRIK2/ANK2/KL/EDN1/FPR1/FAM20A/RGN/TNNI3/RYR2/TRPC6/GRIN2C/CCR9/GPR65/GNA15/CD36/F2RL3/CD4/PTPRC/LPAR1/SLC25A27/APOE/MYO5A/P2RY8/PTGER2/GPER1/CCL3/TRPM2/PTGER4/PRKCB/CD52/PTGIR/GPR4/CYSLTR1/FPR2/LPAR6/KNG1/CLIC2/TBXA2R/KCNK3/JPH4/LRP6/P2RY1/EPHX2/CCR10/CACNA1C/CEMIP/TMC8/CD40/SLC8A1/APLNR/AGTR1/ADRA1B/HTR1B/CNGB1/EDNRA/STC1/PDE6B/RASA3/CCR5/TMEM178A/HSP90B1/CCL28/CALM1/SAA1/LPAR3/ERO1A/CALR/HERPUD1/BDKRB2/CXCL12/KISS1/TGFB1/JPH3/TGM2/CX3CL1/SNX10/ADCY5/SLC39A8/MT1F/MT1H/MTNR1B/CCL5/ATP13A4/SLC30A2/GPR32/TRPC5/ATP2C2/DRD2/CCR7/CCRL2/MT1G/F2RL2/P2RX2",115
"GO:0098771","GO:0098771","inorganic ion homeostasis","153/1842","274/4998",3.91962299749901e-11,9.29440603281952e-09,7.13010367637155e-09,"SPX/MCOLN2/HCRTR2/CCL13/RAMP3/TRPA1/GPR12/SLC24A4/CCL8/KCNMA1/SLC30A8/C5AR2/P2RX5/PTGFR/HAMP/C5AR1/SYPL2/CMKLR1/ATP6V0D2/MCOLN3/PVALB/C7/FPR3/PIK3CG/SLC30A4/C3AR1/HTR2B/ATP12A/GRIK2/SCN7A/ANK2/KL/EDN1/FPR1/SLC9A9/FAM20A/KCNJ2/RGN/TNNI3/RYR2/TRPC6/GRIN2C/CCR9/LRRK2/GPR65/GNA15/CD36/F2RL3/CD4/PTPRC/LPAR1/SLC25A27/KCNH2/APOE/MYO5A/P2RY8/PTGER2/GPER1/CCL3/TRPM2/PTGER4/PRKCB/CD52/BMP6/PTGIR/GPR4/CYSLTR1/FPR2/LPAR6/KNG1/CLIC2/ERFE/TBXA2R/KCNK3/JPH4/LRP6/P2RY1/EPHX2/CCR10/CACNA1C/CEMIP/PDK4/CYBRD1/ENPP1/TMC8/CD40/SLC8A1/APLNR/SLC12A2/AGTR1/ADRA1B/HTR1B/CNGB1/EDNRA/STC1/PDE6B/KCNJ10/FTL/RASA3/CCR5/TMEM178A/ATP1B2/EPB42/PRND/ADORA2A/HSP90B1/CCL28/CALM1/SAA1/LPAR3/ABCG2/ERO1A/CALR/HERPUD1/BDKRB2/CXCL12/SCNN1G/KISS1/TGFB1/JPH3/TGM2/NPPB/SLC4A4/SCNN1B/CX3CL1/LCN2/SNX10/ADCY5/STEAP4/SLC9A2/SLC39A8/MT1F/MT1H/MTNR1B/CCL5/ATP13A4/TF/TFR2/SLC4A1/SLC30A2/GPR32/TRPC5/LTF/ATP2C2/DRD2/CCR7/HEPH/CCRL2/MT1G/CA12/RHAG/F2RL2/P2RX2",153
"GO:0055074","GO:0055074","calcium ion homeostasis","107/1842","176/4998",4.65628083557443e-11,1.03917232295114e-08,7.97189876802682e-09,"MCOLN2/HCRTR2/CCL13/RAMP3/TRPA1/GPR12/SLC24A4/CCL8/C5AR2/P2RX5/PTGFR/C5AR1/SYPL2/CMKLR1/MCOLN3/PVALB/FPR3/PIK3CG/C3AR1/HTR2B/GRIK2/ANK2/KL/EDN1/FPR1/FAM20A/RGN/TNNI3/RYR2/TRPC6/GRIN2C/CCR9/GPR65/GNA15/CD36/F2RL3/CD4/PTPRC/LPAR1/SLC25A27/APOE/MYO5A/P2RY8/PTGER2/GPER1/CCL3/TRPM2/PTGER4/PRKCB/CD52/PTGIR/GPR4/CYSLTR1/FPR2/LPAR6/KNG1/CLIC2/TBXA2R/KCNK3/JPH4/LRP6/P2RY1/EPHX2/CCR10/CACNA1C/CEMIP/CD40/SLC8A1/APLNR/AGTR1/ADRA1B/HTR1B/CNGB1/EDNRA/STC1/PDE6B/RASA3/CCR5/TMEM178A/HSP90B1/CCL28/CALM1/SAA1/LPAR3/ERO1A/CALR/HERPUD1/BDKRB2/CXCL12/KISS1/TGFB1/JPH3/TGM2/CX3CL1/SNX10/ADCY5/MTNR1B/CCL5/ATP13A4/GPR32/TRPC5/ATP2C2/DRD2/CCR7/CCRL2/F2RL2/P2RX2",107
"GO:0007187","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","56/1842","76/4998",5.23404574746796e-11,1.10322053143852e-08,8.46323771447305e-09,"HTR1F/RAMP3/ADCY2/PDE2A/PTGFR/CCL2/GNAL/ADRA2A/ADGRB1/HTR2B/EDN1/FPR1/MRAP/RGS1/SSTR1/GNA14/ADGRD1/GPR65/GNA15/ADGRB2/LPAR1/MARCO/PTGER2/ADCY3/GPER1/PTGER4/ADGRE1/PRKACB/PTGIR/HRH2/FPR2/ADGRL2/ADCY4/TBXA2R/P2RY12/P2RY1/OXER1/GABBR1/ADRA2B/ADRA1B/HTR1B/RAMP2/EDNRA/ADRB2/HTR7/ADRA1D/ADORA2A/LPAR3/HTR4/GALR3/CHRM4/HTR1D/ADCY5/MTNR1B/ADGRL3/DRD2",56
"GO:0006875","GO:0006875","cellular metal ion homeostasis","128/1842","221/4998",6.37616569709058e-11,1.19648022148256e-08,9.17866940154615e-09,"MCOLN2/HCRTR2/CCL13/RAMP3/TRPA1/GPR12/SLC24A4/CCL8/KCNMA1/SLC30A8/C5AR2/P2RX5/PTGFR/HAMP/C5AR1/SYPL2/CMKLR1/MCOLN3/PVALB/C7/FPR3/PIK3CG/SLC30A4/C3AR1/HTR2B/ATP12A/GRIK2/ANK2/EDN1/FPR1/KCNJ2/RGN/TNNI3/RYR2/TRPC6/GRIN2C/CCR9/GPR65/GNA15/CD36/F2RL3/CD4/PTPRC/LPAR1/SLC25A27/APOE/MYO5A/P2RY8/PTGER2/GPER1/CCL3/TRPM2/PTGER4/PRKCB/CD52/BMP6/PTGIR/GPR4/CYSLTR1/FPR2/LPAR6/KNG1/CLIC2/ERFE/TBXA2R/KCNK3/JPH4/LRP6/P2RY1/EPHX2/CCR10/CACNA1C/CEMIP/CYBRD1/CD40/SLC8A1/APLNR/AGTR1/ADRA1B/HTR1B/CNGB1/EDNRA/STC1/PDE6B/FTL/RASA3/CCR5/TMEM178A/ATP1B2/PRND/HSP90B1/CCL28/CALM1/SAA1/LPAR3/ABCG2/ERO1A/CALR/HERPUD1/BDKRB2/CXCL12/KISS1/TGFB1/JPH3/TGM2/CX3CL1/LCN2/ADCY5/SLC39A8/MT1F/MT1H/MTNR1B/CCL5/ATP13A4/TF/TFR2/SLC30A2/GPR32/TRPC5/LTF/ATP2C2/DRD2/CCR7/HEPH/CCRL2/MT1G/F2RL2/P2RX2",128
"GO:0072503","GO:0072503","cellular divalent inorganic cation homeostasis","111/1842","185/4998",6.41452774456845e-11,1.19648022148256e-08,9.17866940154615e-09,"MCOLN2/HCRTR2/CCL13/RAMP3/TRPA1/GPR12/SLC24A4/CCL8/SLC30A8/C5AR2/P2RX5/PTGFR/C5AR1/SYPL2/CMKLR1/MCOLN3/PVALB/FPR3/PIK3CG/SLC30A4/C3AR1/HTR2B/GRIK2/ANK2/EDN1/FPR1/RGN/TNNI3/RYR2/TRPC6/GRIN2C/CCR9/GPR65/GNA15/CD36/F2RL3/CD4/PTPRC/LPAR1/SLC25A27/APOE/MYO5A/P2RY8/PTGER2/GPER1/CCL3/TRPM2/PTGER4/PRKCB/CD52/PTGIR/GPR4/CYSLTR1/FPR2/LPAR6/KNG1/CLIC2/TBXA2R/KCNK3/JPH4/LRP6/P2RY1/EPHX2/CCR10/CACNA1C/CEMIP/CD40/SLC8A1/APLNR/AGTR1/ADRA1B/HTR1B/CNGB1/EDNRA/STC1/PDE6B/RASA3/CCR5/TMEM178A/HSP90B1/CCL28/CALM1/SAA1/LPAR3/ERO1A/CALR/HERPUD1/BDKRB2/CXCL12/KISS1/TGFB1/JPH3/TGM2/CX3CL1/ADCY5/SLC39A8/MT1F/MT1H/MTNR1B/CCL5/ATP13A4/SLC30A2/GPR32/TRPC5/ATP2C2/DRD2/CCR7/CCRL2/MT1G/F2RL2/P2RX2",111
"GO:0055080","GO:0055080","cation homeostasis","151/1842","271/4998",6.62258425174849e-11,1.19648022148256e-08,9.17866940154615e-09,"SPX/MCOLN2/HCRTR2/CCL13/RAMP3/TRPA1/GPR12/SLC24A4/CCL8/KCNMA1/SLC30A8/C5AR2/P2RX5/PTGFR/HAMP/C5AR1/SYPL2/CMKLR1/ATP6V0D2/MCOLN3/PVALB/C7/FPR3/PIK3CG/SLC30A4/C3AR1/HTR2B/ATP12A/GRIK2/SCN7A/ANK2/KL/EDN1/FPR1/SLC9A9/FAM20A/KCNJ2/RGN/TNNI3/RYR2/TRPC6/GRIN2C/CCR9/LRRK2/GPR65/GNA15/CD36/F2RL3/CD4/PTPRC/LPAR1/SLC25A27/KCNH2/APOE/MYO5A/P2RY8/PTGER2/GPER1/CCL3/TRPM2/PTGER4/PRKCB/CD52/BMP6/PTGIR/GPR4/CYSLTR1/FPR2/LPAR6/KNG1/CLIC2/ERFE/TBXA2R/KCNK3/JPH4/LRP6/P2RY1/EPHX2/CCR10/CACNA1C/CEMIP/PDK4/CYBRD1/TMC8/CD40/SLC8A1/APLNR/SLC12A2/AGTR1/ADRA1B/HTR1B/CNGB1/EDNRA/STC1/PDE6B/KCNJ10/FTL/RASA3/CCR5/TMEM178A/ATP1B2/EPB42/PRND/ADORA2A/HSP90B1/CCL28/CALM1/SAA1/LPAR3/ABCG2/ERO1A/CALR/HERPUD1/BDKRB2/CXCL12/SCNN1G/KISS1/TGFB1/JPH3/TGM2/NPPB/SLC4A4/SCNN1B/CX3CL1/LCN2/SNX10/ADCY5/STEAP4/SLC9A2/SLC39A8/MT1F/MT1H/MTNR1B/CCL5/ATP13A4/TF/TFR2/SLC4A1/SLC30A2/GPR32/TRPC5/LTF/ATP2C2/DRD2/CCR7/HEPH/CCRL2/MT1G/RHAG/F2RL2/P2RX2",151
"GO:0030001","GO:0030001","metal ion transport","168/1842","309/4998",7.5819498664502e-11,1.30754171787782e-08,1.0030665732409e-08,"SCN1A/MCOLN2/RAMP3/TRPA1/LRRC38/SLC24A4/CCL8/KCNMA1/SLC30A8/SCN1B/CACNA2D4/PDE2A/NALCN/WNT3A/CD84/KCNA4/ABCC8/CACNB4/P2RX5/SCN9A/SCN2A/CCL2/TMEM163/HAMP/CACNA1H/KCNMB1/ATP6V0D2/MCOLN3/ADRA2A/KCNJ5/FGF14/LILRB1/KCNQ3/KCNJ16/PIK3CG/SLC30A4/LILRB2/FGF13/CCL4/HTR2B/ATP12A/SCN7A/ANK2/PKD1L3/SLC5A9/ICAM1/SLC9A9/SLC17A4/KCNJ2/IL16/LRRC55/SCN11A/RGN/RYR2/TRPC6/GRIN2C/KCNAB1/F2RL3/CD4/KCNIP3/PTPRC/TCN2/KCNQ1/GAS6/KCNAB2/GJA4/KCNH2/BEST1/MYO5A/GPER1/FHL1/CCL3/SCN4B/TRPM2/PRKCB/KCNS2/KCNK17/PDE4B/ABCC9/HECW2/CYSLTR1/CLIC2/KCNA3/CACNA2D2/ARRB2/NIPAL2/KLHL3/KCNK3/P2RY12/JPH4/TRPM6/NOS1AP/FXYD2/PKD2L1/CACNA1C/CEMIP/GCK/SLC38A6/SLC8A1/APLNR/SLC12A2/PDGFRB/CACNB1/RRAD/RAMP2/CASK/NKX2-5/GJC2/ADRB2/STC1/KCNQ4/KCNJ10/FTL/KCNIP4/RASA3/CCR5/RGS9/ATP1B2/ADORA2A/CALM1/NKAIN1/SLC6A8/CACNA1I/LPAR3/ERO1A/CXCL12/MFSD4B/SCNN1G/TGFB1/KCNJ6/JPH3/NOS3/SLC4A4/GLRX/SLC10A6/SCNN1B/HCN2/TUSC3/PRSS8/CX3CL1/CD63/SLN/MRLN/KCNA6/STEAP4/KCNN2/SLC9A2/SLC39A8/MTNR1B/CCL5/GEM/TF/TFR2/REM2/KCNH4/SLC30A2/SLC38A3/WNK4/TRPC5/ATP2C2/DRD2/CCR7/HEPH/ASIC4/ABCB11/KCNA7/P2RX2/SLC30A10",168
"GO:0006874","GO:0006874","cellular calcium ion homeostasis","104/1842","171/4998",8.53241310183107e-11,1.40747718731944e-08,1.07973099435071e-08,"MCOLN2/HCRTR2/CCL13/RAMP3/TRPA1/GPR12/SLC24A4/CCL8/C5AR2/P2RX5/PTGFR/C5AR1/SYPL2/CMKLR1/MCOLN3/PVALB/FPR3/PIK3CG/C3AR1/HTR2B/GRIK2/ANK2/EDN1/FPR1/RGN/TNNI3/RYR2/TRPC6/GRIN2C/CCR9/GPR65/GNA15/CD36/F2RL3/CD4/PTPRC/LPAR1/SLC25A27/APOE/MYO5A/P2RY8/PTGER2/GPER1/CCL3/TRPM2/PTGER4/PRKCB/CD52/PTGIR/GPR4/CYSLTR1/FPR2/LPAR6/KNG1/CLIC2/TBXA2R/KCNK3/JPH4/LRP6/P2RY1/EPHX2/CCR10/CACNA1C/CEMIP/CD40/SLC8A1/APLNR/AGTR1/ADRA1B/HTR1B/CNGB1/EDNRA/STC1/PDE6B/RASA3/CCR5/TMEM178A/HSP90B1/CCL28/CALM1/SAA1/LPAR3/ERO1A/CALR/HERPUD1/BDKRB2/CXCL12/KISS1/TGFB1/JPH3/TGM2/CX3CL1/ADCY5/MTNR1B/CCL5/ATP13A4/GPR32/TRPC5/ATP2C2/DRD2/CCR7/CCRL2/F2RL2/P2RX2",104
"GO:0050877","GO:0050877","nervous system process","160/1842","292/4998",1.00283930514426e-10,1.58532180154889e-08,1.21616257838767e-08,"SCN1A/SPX/FAM107A/TRPA1/MUSK/CELF4/TMEM100/RP1/PENK/SLC24A4/NFASC/OTOA/ARC/GRIA4/GLRB/SCN1B/CACNA2D4/MAPT/ABCC8/P2RX5/SCN9A/SCN2A/TLR2/C5AR1/CACNA1H/TCF15/OR7D2/OR10J3/GNAL/NRCAM/MAG/CNTN5/LILRB2/FGF13/LRIG1/GRIK2/SCN7A/PKD1L3/EDN1/PTPRZ1/ICAM1/IL10/SOX14/SCN11A/TNNI3/GRIN2C/LRRK2/ATP8A1/KCNAB1/GABRA4/ATXN1/CD36/DBH/COL4A3/NTRK2/AFF2/KCNQ1/KCNAB2/NDN/BEST1/APOE/MYO5A/ADCY3/GPER1/MBP/CCL3/PLCB2/HLA-DRA/CSMD1/GJC1/CABP4/MEF2C/LEF1/HRH2/DCDC2/GJA3/OR51E2/OR51B4/ARRB2/MFRP/CST4/JPH4/FOXS1/PIP/HGF/LAMC3/CRYBB1/P2RY1/PKD2L1/OR3A1/CEMIP/OR8A1/POU6F2/ESPNL/GATM/PTAFR/PDE4A/GPR155/PLCB1/CNGB1/ADRB2/TAS1R3/PDE6B/PDE6G/KCNQ4/KCNJ10/RDH5/DLL4/PRRT2/TMOD2/RGS9/NRXN3/COL11A1/NRXN2/ALOXE3/EYA1/WHRN/ADORA2A/PRKCZ/C1QL1/GABRA2/OTOGL/CACNA1I/GALR3/GBA/CXCL12/SCNN1G/HOXD10/JPH3/INSR/SCNN1B/TUSC3/OR10A3/CRYBA1/SHANK1/ADCY5/RGS16/MTNR1B/NOV/GUCA1A/TNR/WNT10B/CRYM/OTOF/ANO1/NTF4/OR2T8/RIPOR2/USH1G/PIEZO2/ESPN/TENM4/PAX2/SIX1/ITGA8/DRD2/FSCN2/TMPRSS11E/P2RX2/RELN",160
"GO:0042330","GO:0042330","taxis","138/1842","244/4998",1.13841864137567e-10,1.72766413015172e-08,1.32535896564368e-08,"FGF10/CCL13/FGF7/NFASC/CH25H/CCL8/PLXNA4/SCN1B/WNT3A/C5AR2/C5/CXCL16/CCL2/CCL18/C5AR1/CMKLR1/NRCAM/MMP28/FCER1G/FPR3/CCL3L1/CCL3L3/PIK3CG/C3AR1/HBEGF/CCL4/CXCL1/DOK2/EDN1/FPR1/PF4V1/NBL1/IL10/RARRES2/IL16/SYK/GDNF/NFIB/FOXD1/MATN2/PLA2G7/CCR9/KLF7/ITGB2/CSF1/PLXNC1/NCKAP1L/SLIT3/LPAR1/GFRA2/DOCK2/SEMA3C/GAS6/NTN4/AIF1/PTPRO/DOK6/CD74/VEGFC/LGALS9/ROBO4/SEMA6B/SEMA3A/CCL3/TRPM2/CUBN/PDE4B/CCL4L1/CAMK1D/DOK5/CKLF/LEF1/CYSLTR1/FPR2/ZSWIM6/SEMA3E/ENPP2/ARRB2/EFNB2/TMSB4X/TNFSF14/GPR183/PLP2/GBX2/CHN1/GDF7/LAMA2/P2RY12/PIK3CD/HGF/CCR10/SEMA3G/DOK1/DSCAML1/ROBO3/PTAFR/GPSM3/RAC2/SLC12A2/AGTR1/PPBP/ITGA9/PDGFRB/FEZ1/DOCK4/CNTN4/TNFRSF11A/SMOC2/ADGRA2/F3/SEMA6D/CCR5/VAV1/NRXN3/NRP2/CYP19A1/GPNMB/CCL28/SAA1/FLT1/CALR/CXCL12/TGFB1/L1CAM/CX3CL1/ITGB3/RAP1GAP/CCL5/NOV/TNR/TUBB3/RIPOR2/KIF5A/SPTA1/CCR7/CCRL2/LBP/RELN",138
"GO:0050707","GO:0050707","regulation of cytokine secretion","56/1842","77/4998",1.23788285703246e-10,1.80635675368506e-08,1.38572716586832e-08,"TLR8/FCGR2B/C5AR2/C5/TNFRSF14/TLR2/LILRB1/CRP/LPL/HTR2B/TLR1/SCAMP5/IL1RL1/RGCC/TLR6/IL33/IL10/SYT11/SYK/TLR4/LRRK2/SRGN/CD14/NOD2/CD200R1/GAS6/LGALS9/CD34/MBP/CCL3/PTGER4/CASP1/NLRP1/HAVCR2/NLRP3/OSM/TMSB4X/AIM2/ALOX15B/RASGRP1/CADM1/MAPK11/FGR/IL1R2/CD200/PRKCZ/PAEP/SAA1/RIPK2/CIDEA/CX3CL1/DRD2/CCR7/CARD17/NLRP10/APOA2",56
"GO:1990266","GO:1990266","neutrophil migration","37/1842","44/4998",1.30328673080739e-10,1.83135920617897e-08,1.40490752853116e-08,"MCOLN2/CCL13/CCL8/C5AR2/CCL2/CCL18/C5AR1/FCER1G/CCL3L1/CCL3L3/PIK3CG/C3AR1/CCL4/CXCL1/EDN1/PF4V1/SYK/PECAM1/ITGB2/NCKAP1L/CD74/CCL3/PDE4B/CCL4L1/CAMK1D/CKLF/PIK3CD/RAC2/PPBP/ITGA9/VAV1/SAA1/CX3CL1/CCL5/RIPOR2/CCR7/LBP",37
"GO:0097529","GO:0097529","myeloid leukocyte migration","59/1842","83/4998",1.7958787832644e-10,2.36229274751044e-08,1.81220748740848e-08,"MCOLN2/CCL13/CCL8/C5AR2/C5/CCL2/CCL18/C5AR1/CMKLR1/MMP28/FCER1G/CCL3L1/CCL3L3/PIK3CG/C3AR1/CCL4/CXCL1/EDN1/PF4V1/NBL1/RARRES2/SYK/PECAM1/PLA2G7/ITGB2/CSF1/NCKAP1L/CD200R1/AIF1/PTPRO/CD74/VEGFC/CCL3/PTGER4/PDE4B/CCL4L1/CAMK1D/CKLF/FPR2/P2RY12/PIK3CD/CD300A/RAC2/PPBP/ITGA9/PLCB1/TNFRSF11A/VAV1/CYP19A1/CD200/SAA1/FLT1/CXCL12/CX3CL1/CCL5/NOV/RIPOR2/CCR7/LBP",59
